stim_name,wtc_code,peak_index,filtered_kde_peak_s
track21,wtc1f05,8,6.84
track21,wtc1f05,9,7.465
track21,wtc1f05,10,7.8950000000000005
track21,wtc1f05,11,8.49
track21,wtc1f05,12,9.08
track21,wtc1f05,13,9.775
track21,wtc1f05,14,10.43
track21,wtc1f05,15,11.065
track21,wtc1f05,16,11.815
track21,wtc1f05,17,12.455
track21,wtc1f05,18,13.1
track21,wtc1f05,19,13.725
track21,wtc1f05,20,14.395
track21,wtc1f05,21,15.035
track21,wtc1f05,22,15.63
track21,wtc1f05,23,16.215
track21,wtc1f05,24,16.84
track21,wtc1f05,25,17.415
track21,wtc1f05,26,17.91
track21,wtc1f05,27,18.525000000000002
track21,wtc1f05,28,19.265
track21,wtc1f05,29,19.84
track21,wtc1f05,30,20.215
track21,wtc1f05,31,20.465
track21,wtc1f05,32,21.1
track21,wtc1f05,33,21.765
track21,wtc1f05,34,22.39
track21,wtc1f05,35,22.835
track21,wtc1f05,36,23.415
track21,wtc1f05,37,24.03
track21,wtc1f05,38,25.025000000000002
track21,wtc1f05,39,25.395
track21,wtc1f05,40,26.05
track21,wtc1f05,41,26.675
track21,wtc1f05,42,27.305
track21,wtc1f05,43,27.785
track21,wtc1f05,44,28.43
track21,wtc1f05,45,28.955000000000002
track21,wtc1f05,46,29.560000000000002
track22,wtc2f07,1,0.445
track22,wtc2f07,2,2.34
track22,wtc2f07,3,2.755
track22,wtc2f07,4,3.805
track22,wtc2f07,5,4.54
track22,wtc2f07,6,5.95
track22,wtc2f07,7,6.545
track22,wtc2f07,8,7.23
track22,wtc2f07,9,7.5600000000000005
track22,wtc2f07,10,7.8
track22,wtc2f07,11,8.395
track22,wtc2f07,12,8.73
track22,wtc2f07,13,8.965
track22,wtc2f07,14,9.28
track22,wtc2f07,15,9.58
track22,wtc2f07,16,10.155
track22,wtc2f07,17,10.52
track22,wtc2f07,18,11.205
