stim_name,wtc_code,window_start_s,window_end_s,window_center_s,source_audio_path,mir_rms,mir_lowenergy,mir_brightness,mir_roughness,mir_centroid
track1,wtc1p15,22,23,22.5,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0122146171306555,NaN,0.166542741867666,21121.0041726292,1177.77202448611
track1,wtc1p15,22.25,23.25,22.75,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0128098402542933,NaN,0.178157477968073,23953.0255500436,1229.28039385348
track1,wtc1p15,22.5,23.5,23,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.014346041605634,NaN,0.18663833775401,14903.8657193864,1200.00303974023
track1,wtc1p15,22.75,23.75,23.25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0142114883083406,NaN,0.185066213468437,22000.026354269,1157.66651391873
track1,wtc1p15,23,24,23.5,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0167204634255933,NaN,0.174905602006208,37499.2471020787,1169.07758501636
track1,wtc1p15,23.25,24.25,23.75,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0187971497987381,NaN,0.167573272282795,49013.5044802541,1143.86130396527
track1,wtc1p15,23.5,24.5,24,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0215417979068609,NaN,0.180259756884155,45177.148956682,1163.33299907719
track1,wtc1p15,23.75,24.75,24.25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0238441059449407,NaN,0.200018420520127,62352.5164201592,1222.29575777765
track1,wtc1p15,24,25,24.5,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0254685244293215,NaN,0.202008474219867,74100.1736036089,1222.02270610675
track1,wtc1p15,24.25,25.25,24.75,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0278471464535743,NaN,0.214578500125023,108240.595845133,1215.4502262054
track1,wtc1p15,24.5,25.5,25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0302099414543278,NaN,0.24052997597019,172811.449110956,1262.06756855912
track1,wtc1p15,24.75,25.75,25.25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0336632968226203,NaN,0.235135634513743,124576.253009711,1261.78761867373
