target,feature,n_tracks,pearson_r,pearson_p_approx,spearman_r,spearman_p_approx,abs_pearson_r
istc_mean_max_unique_per_sec,spectral_mfcc_Mean_9,24,0.0542753235063801,0.8035767750312782,0.1634782608695651,0.453765894590906,0.0542753235063801
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_22,24,-0.0530413977650765,0.8079540989249052,-0.1921739130434782,0.3785064732884365,0.0530413977650765
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_28,24,-0.0525865685166089,0.8095691210570422,-0.0147826086956521,0.9459906779329732,0.0525865685166089
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_2,24,0.0522008166517755,0.8109394971880463,-0.0060869565217391,0.9777467425312856,0.0522008166517755
istc_mean_max_unique_per_sec,spectral_kurtosis_Mean,24,-0.0518168915126197,0.812303959417036,-0.0182608695652173,0.9333094143321444,0.0518168915126197
istc_mean_max_unique_per_sec,spectral_mfcc_Std_8,24,-0.0516825215635459,0.8127816424128751,-0.0391304347826086,0.8576878731323578,0.0516825215635459
istc_mean_max_unique_per_sec,spectral_rolloff85_Std,24,0.0510264310272388,0.8151150310460953,-0.0321739130434782,0.8827852149946536,0.0510264310272388
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_20,24,-0.0506107399963359,0.8165942883848897,-0.1608695652173912,0.4610025821114238,0.0506107399963359
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_17,24,0.048777497789708,0.8231257017889149,-0.0113043478260869,0.9586856415268848,0.048777497789708
istc_mean_max_unique_per_sec,spectral_spectentropy_Mean,24,0.0485723041459701,0.8238575307926773,-0.0965217391304347,0.6582589801900349,0.0485723041459701
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_22,24,0.046987454638765,0.8295150562672066,-0.02,0.9269749214770504,0.046987454638765
istc_mean_max_unique_per_sec,spectral_spread_Std,24,-0.046135438983529,0.832560221656905,-0.1547826086956521,0.4781364543596673,0.046135438983529
istc_mean_max_unique_per_sec,spectral_mfcc_Mean_8,24,-0.045815562218308,0.8337041359536643,-0.0382608695652173,0.8608177231048761,0.045815562218308
istc_mean_max_unique_per_sec,spectral_mfcc_Mean_10,24,-0.044924977227154,0.8368908127559908,-0.1695652173913043,0.4371319595064343,0.044924977227154
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_27,24,0.0440065794488388,0.8401798136176297,0.0043478260869565,0.9841038065412204,0.0440065794488388
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_34,24,-0.0433975017275058,0.8423626094319667,-0.0626086956521739,0.7741819324676599,0.0433975017275058
istc_mean_max_unique_per_sec,spectral_dmfcc_Mean_8,24,0.040983027322441,0.8510273015275821,-0.0130434782608695,0.9523366478613884,0.040983027322441
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_15,24,0.040874975931407,0.8514154886081718,-0.0591304347826086,0.7864143417859322,0.040874975931407
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_1,24,-0.0396451526247718,0.855836285312239,-0.0365217391304347,0.8670839373546395,0.0396451526247718
istc_mean_max_unique_per_sec,spectral_mfcc_Std_7,24,0.0372630315988164,0.8644119611325345,-0.0078260869565217,0.9713910915717868,0.0372630315988164
istc_mean_max_unique_per_sec,spectral_mfcc_Std_11,24,0.0359847399392861,0.8690204927155407,0.1182608695652173,0.5878602625931175,0.0359847399392861
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_32,24,-0.0355752115014946,0.8704978850839027,-0.0156521739130434,0.942818952339765,0.0355752115014946
istc_mean_max_unique_per_sec,spectral_centroid_Std,24,0.0353103479021247,0.8714536335607665,-0.0426086956521739,0.8451913095134788,0.0353103479021247
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_23,24,-0.0343740898651386,0.8748335742660712,-0.0669565217391304,0.7589702381293981,0.0343740898651386
istc_mean_max_unique_per_sec,spectral_ddmfcc_Mean_11,24,-0.034323890789711,0.8750148606504312,-0.1313043478260869,0.5473657855891864,0.034323890789711
istc_mean_max_unique_per_sec,spectral_brightness_Std,24,0.0321079860239205,0.8830236677742828,-0.0330434782608695,0.8796410688940249,0.0321079860239205
