trial_row,stim_name,alignment_offset_s,usable,n_taps,taps_s,wtc_code,manifest_wtc_code,beta_list,beta_perf,beta_score
218,track4,1.97366666666667,True,208,"[2.6041, 3.2218, 3.8395, 4.5104, 5.2795, 5.8686, 6.4168, 6.9609, 7.4968, 8.1125, 8.6054, 9.2293, 9.7877, 10.3072, 10.8922, 11.4016, 12.2259, 12.7863, 13.3836, 14.0586, 14.7704, 15.3841, 15.8627, 16.3557, 16.8834, 17.3825, 17.9307, 18.4911, 19.0597, 19.5097, 20.0722, 20.5734, 21.0561, 21.5572, 22.0318, 22.5329, 23.0279, 23.5066, 24.0282, 24.5395, 24.9384, 25.4927, 26.092, 26.6341, 27.1577, 27.6875, 28.2275, 28.7572, 29.3075, 29.8638, 30.3834, 30.9295, 31.4143, 31.9175, 32.4432, 32.977, 33.5129, 34.01, 34.5132, 35.0245, 35.5686, 36.0922, 36.6118, 37.1088, 37.6304, 38.1377, 38.6491, 39.1072, 39.6411, 40.1402, 40.6638, 41.2059, 41.7254, 42.2286, 42.74, 43.2452, 43.7382, 44.2557, 44.6852, 45.1945, 45.7141, 46.2541, 46.7593, 47.2686, 47.7657, 48.2811, 48.8354, 49.3529, 49.8663, 50.4288, 51.1243, 51.5968, 52.1122, 52.6093, 53.1432, 53.6627, 54.1945, 54.6936, 55.2397, 55.7838, 56.2911, 56.7636, 57.2545, 57.7638, 58.3141, 58.852, 59.437, 60.0834, 60.6622, 61.1818, 61.73, 62.2638, 62.8079, 63.3357, 63.89, 64.3993, 64.8841, 65.4507, 65.9804, 66.4959, 66.9541, 67.445, 67.9727, 68.4677, 69.0711, 69.5763, 70.0959, 70.6113, 71.0757, 71.5747, 72.0677, 72.62, 73.1436, 73.657, 74.2175, 74.7411, 75.2995, 75.8354, 76.355, 76.8622, 77.4002, 77.8727, 78.4495, 79.0059, 79.5622, 80.1084, 80.6443, 81.1863, 81.7509, 82.2745, 82.7716, 83.3218, 83.8229, 84.3875, 84.9704, 85.5636, 86.1097, 86.6375, 87.2143, 87.8197, 88.5029, 89.0941, 89.6566, 90.1945, 90.7018, 91.2254, 91.7593, 92.2686, 92.7984, 93.3322, 93.8354, 94.3468, 94.8725, 95.4166, 95.9034, 96.5661, 97.1225, 97.6502, 98.2393, 98.8141, 99.3172, 99.8593, 100.3461, 100.8391, 101.4036, 101.9313, 102.4591, 102.9827, 103.5104, 104.0136, 104.5372, 105.0241, 105.5007, 105.9732, 106.4763, 106.9713, 107.5032, 108.0309, 108.5341, 109.0761, 109.6059, 110.1725, 110.7084, 111.3547, 111.9786, 112.6638, 113.7336, 114.6868]",wtc2f06,wtc2f06,1,-0.9994,-0.9258
219,track3,1.98908333333333,True,214,"[2.7421, 3.4682, 4.0736, 4.4991, 4.9143, 5.5055, 6.0352, 6.5466, 7.1684, 7.6777, 8.228, 8.8334, 9.5125, 10.0873, 10.6702, 11.2389, 11.7584, 12.2841, 12.8384, 13.3027, 13.8284, 14.3786, 14.9207, 15.4668, 16.0293, 16.5346, 17.0664, 17.6411, 18.1402, 18.6884, 19.2571, 19.8134, 20.3452, 20.8873, 21.4641, 22.0205, 22.6034, 23.1311, 23.6446, 24.205, 24.7205, 25.2911, 25.8373, 26.3896, 26.9336, 27.4593, 28.0648, 28.5577, 29.0916, 29.605, 30.1368, 30.7034, 31.2414, 31.7793, 32.3071, 32.8532, 33.3973, 33.9332, 34.4711, 35.0214, 35.5184, 36.0666, 36.5841, 37.1057, 37.6171, 38.1714, 38.6807, 39.2207, 39.7709, 40.3171, 40.8796, 41.3889, 41.9166, 42.473, 43.0293, 43.5959, 44.138, 44.6677, 45.22, 45.7989, 46.3491, 46.8196, 47.3432, 47.875, 48.4416, 49.0041, 49.5523, 50.0923, 50.6098, 51.1641, 51.6877, 52.2441, 52.7821, 53.3261, 53.8559, 54.3755, 54.9114, 55.4555, 55.9791, 56.4966, 57.053, 57.5725, 58.1166, 58.6852, 59.2436, 59.7427, 60.2786, 60.7655, 61.2707, 61.7718, 62.2893, 62.8314, 63.3571, 63.8848, 64.4473, 64.93, 65.4536, 66.0059, 66.5193, 67.0552, 67.5543, 68.08, 68.5893, 69.1477, 69.6386, 70.1705, 70.69, 71.23, 71.8007, 72.2793, 72.8255, 73.3634, 73.883, 74.3964, 74.9384, 75.4907, 76.0225, 76.5543, 77.0841, 77.6589, 78.2071, 78.7184, 79.2523, 79.7616, 80.3118, 80.8109, 81.3407, 81.8848, 82.3859, 82.9116, 83.4986, 84.0161, 84.5807, 85.1227, 85.6443, 86.1618, 86.7039, 87.2357, 87.7511, 88.2871, 88.8516, 89.4018, 89.9377, 90.4471, 90.9973, 91.5168, 91.9996, 92.5661, 93.1348, 93.6502, 94.1759, 94.7159, 95.2211, 95.755, 96.2807, 96.8146, 97.3546, 97.8536, 98.4018, 98.9336, 99.5023, 100.0096, 100.5496, 101.0875, 101.6071, 102.1573, 102.7055, 103.2005, 103.7261, 104.2416, 104.7836, 105.3052, 105.8146, 106.3402, 106.8782, 107.3896, 107.9561, 108.4573, 108.9932, 109.4902, 110.0221, 110.5396, 111.0591, 111.5786, 112.0941, 112.6484, 113.1802, 113.7121, 114.2357, 114.9189, 115.6614, 116.4182, 117.1832, 118.03]",wtc2f06,wtc2f06,1,-1.0934,-0.9258
220,track10,0.9642708333333329,True,157,"[2.5805, 2.9446, 3.3598, 3.8364, 4.358, 4.853, 5.3173, 5.7898, 6.2644, 6.7123, 7.195, 7.6614, 8.1912, 8.6555, 9.1341, 9.6189, 10.1405, 10.6723, 11.151, 11.6725, 12.188, 12.6625, 13.135, 13.6075, 14.0841, 14.5341, 15.0291, 15.5119, 15.9987, 16.5162, 17.005, 17.4816, 17.9644, 18.4287, 18.8725, 19.3491, 19.8503, 20.3125, 20.8362, 21.3394, 21.8569, 22.3498, 22.8489, 23.3378, 23.8205, 24.3032, 24.7941, 25.2871, 25.7985, 26.273, 26.7516, 27.2323, 27.7048, 28.1548, 28.66, 29.0998, 29.5887, 30.0735, 30.546, 31.0307, 31.5094, 31.9655, 32.4871, 32.9637, 33.4689, 33.9455, 34.42, 34.8844, 35.41, 35.9112, 36.4, 36.9319, 37.4535, 37.9382, 38.425, 38.9528, 39.4682, 39.9694, 40.4725, 40.988, 41.438, 41.9575, 42.4485, 42.9803, 43.4548, 43.9744, 44.4632, 44.9685, 45.488, 45.9339, 46.435, 46.9075, 47.3923, 47.92, 48.458, 48.9325, 49.4255, 49.9532, 50.4625, 50.9616, 51.4935, 52.013, 52.4998, 53.0132, 53.5553, 54.0564, 54.533, 55.0423, 55.523, 56.0855, 56.5621, 57.0653, 57.5541, 58.045, 58.5053, 59.0064, 59.5178, 59.9841, 60.5139, 61.0539, 61.506, 62.0235, 62.498, 63.0053, 63.4962, 64.0035, 64.4841, 64.9853, 65.4741, 66.0366, 66.5173, 66.9878, 67.446, 67.9941, 68.4912, 69.023, 69.5241, 70.0416, 70.5223, 71.0275, 71.543, 72.0707, 72.5862, 73.1241, 73.6396, 74.1448, 74.5969, 75.1246, 75.6298, 76.1207, 76.6178, 77.0882, 77.6057, 78.158, 78.9578, 79.7125, 80.4591]",wtc1p03,wtc1p03,3,-1.2481,-1.2469
221,track16,1.222125,True,207,"[2.4065, 2.7788, 3.2349, 3.8833, 4.4111, 4.8938, 5.3867, 5.8551, 6.3133, 6.7674, 7.2461, 7.6879, 8.1992, 8.6595, 9.2342, 9.7415, 10.2242, 10.7376, 11.2449, 11.6847, 12.1265, 12.5745, 13.0551, 13.5215, 13.9633, 14.3888, 14.8429, 15.3031, 15.7817, 16.2338, 16.7206, 17.187, 17.6247, 18.0951, 18.5595, 19.0074, 19.5004, 19.9463, 20.4495, 20.9506, 21.3904, 21.8486, 22.3231, 22.7588, 23.1904, 23.6711, 24.1436, 24.5833, 24.9617, 25.3851, 25.872, 26.3567, 26.9131, 27.4122, 27.9011, 28.3265, 28.7949, 29.247, 29.7358, 30.1776, 30.6931, 31.1083, 31.6074, 32.0738, 32.5954, 33.0863, 33.5588, 34.0251, 34.4956, 34.9824, 35.3997, 35.9151, 36.3979, 36.8765, 37.3367, 37.842, 38.3267, 38.8054, 39.2758, 39.779, 40.1922, 40.6401, 41.1024, 41.579, 42.0576, 42.5138, 42.9945, 43.4772, 43.9558, 44.4488, 44.8804, 45.3713, 45.8479, 46.2856, 46.7847, 47.2224, 47.6826, 48.1142, 48.6031, 49.0592, 49.6033, 50.1331, 50.6567, 51.0945, 51.567, 52.0292, 52.4649, 52.964, 53.5142, 53.9908, 54.5656, 55.079, 55.5229, 55.9545, 56.3717, 56.9036, 57.3863, 57.8772, 58.3742, 58.8917, 59.3949, 59.8633, 60.387, 60.8595, 61.332, 61.8392, 62.3036, 62.682, 63.1995, 63.7436, 64.2324, 64.6926, 65.1836, 65.6397, 66.104, 66.5826, 67.0776, 67.5236, 67.994, 68.4461, 68.9431, 69.3747, 69.8411, 70.2747, 70.7697, 71.2667, 71.7433, 72.1995, 72.6904, 73.1751, 73.6456, 74.0833, 74.5579, 75.0283, 75.4783, 75.9406, 76.4213, 76.9081, 77.3581, 77.8347, 78.299, 78.7797, 79.2379, 79.7042, 80.2401, 80.7188, 81.4224, 82.1383, 82.5331, 82.8992, 83.3145, 83.7992, 84.3045, 84.8015, 85.4274, 85.904, 86.3622, 86.802, 87.2888, 87.7081, 88.1806, 88.6204, 89.0867, 89.4345, 89.8722, 90.3181, 90.6801, 91.0892, 91.5167, 91.9299, 92.3861, 92.9076, 93.4006, 93.9651, 94.5297, 95.0615, 95.5995, 96.0924, 96.6754, 97.3483, 97.9354, 98.5388, 99.3815, 100.2099, 101.1058, 101.8463, 102.6747]",wtc1f05,wtc1f05,3,-0.5387,-0.6812
222,track20,1.0476875,True,260,"[2.4828, 2.988, 3.4789, 3.9207, 4.3912, 4.8575, 5.3157, 5.7821, 6.2546, 6.725, 7.1853, 7.6741, 8.1466, 8.6109, 9.0998, 9.5621, 10.0244, 10.5255, 10.9939, 11.5073, 12.3971, 12.8941, 13.3073, 13.7737, 14.24, 14.7125, 15.1625, 15.6187, 16.0912, 16.5453, 17.0178, 17.5005, 17.93, 18.4209, 18.8955, 19.3619, 19.8405, 20.3171, 20.8059, 21.2539, 21.6814, 22.1744, 22.6653, 23.1316, 23.5448, 24.0807, 24.5798, 25.0462, 25.4962, 26.0055, 26.4534, 26.8994, 27.3494, 27.828, 28.28, 28.7709, 29.2046, 29.6771, 30.0759, 30.5525, 31.0271, 31.428, 31.8719, 32.3464, 32.7821, 33.2525, 33.7189, 34.1812, 34.625, 35.0812, 35.5619, 35.9934, 36.47, 36.9589, 37.415, 37.9182, 38.3478, 38.7978, 39.258, 39.7264, 40.1989, 40.6407, 41.0703, 41.5673, 42.0623, 42.4325, 42.9112, 43.3366, 43.7948, 44.2264, 44.703, 45.1325, 45.6255, 46.0755, 46.5091, 46.9734, 47.4316, 47.8591, 48.3234, 48.7816, 49.2091, 49.6959, 50.1828, 50.6287, 51.0623, 51.5287, 52.0012, 52.4553, 52.8787, 53.3778, 53.8482, 54.2941, 54.7707, 55.2309, 55.6769, 56.178, 56.6055, 57.0432, 57.5137, 57.9555, 58.4239, 58.9209, 59.3894, 59.8087, 60.2689, 60.7496, 61.2078, 61.6864, 62.1548, 62.6416, 63.1121, 63.5375, 63.9875, 64.46, 64.9428, 65.3928, 65.8387, 66.3071, 66.7632, 67.2521, 67.6939, 68.1541, 68.6369, 69.0869, 69.6003, 70.0605, 70.5453, 71.165, 71.5946, 72.0425, 72.5253, 73.0059, 73.4989, 74.0307, 74.5687, 75.0371, 75.5096, 75.9882, 76.4505, 76.9803, 77.4569, 77.9273, 78.4305, 78.8825, 79.3284, 79.7232, 80.2203, 80.7091, 81.1469, 81.6112, 82.1062, 82.5541, 83.0103, 83.4705, 83.9655, 84.5096, 84.8962, 85.4014, 85.8719, 86.33, 86.8128, 87.2771, 87.7537, 88.2732, 88.6803, 89.2203, 89.6969, 90.1591, 90.6337, 91.1, 91.6053, 92.0737, 92.5687, 93.0412, 93.4789, 93.9739, 94.4362, 94.8821, 95.3362, 95.7984, 96.2198, 96.723, 97.175, 97.6434, 98.0689, 98.5434, 98.9853, 99.4496, 99.9037, 100.3578, 100.775, 101.2639, 101.7344, 102.1905, 102.6712, 103.113, 103.5773, 104.0437, 104.5203, 104.9641, 105.4428, 105.9296, 106.5698, 107.2509, 107.7889, 108.7196, 109.4887, 110.3559, 110.8673, 111.5689, 112.0864, 112.5937, 113.0641, 113.5325, 113.9641, 114.4632, 114.9071, 115.3305, 115.7866, 116.2857, 116.7705, 117.2103, 117.6644, 118.1532, 118.6605, 119.8203, 120.2478, 120.7489, 121.6612, 122.2175, 122.7514, 123.5164, 124.1505, 124.7744, 125.3307, 125.8891, 126.4005, 127.0632, 127.9284, 128.9184]",wtc2p24,wtc2p24,1,-0.44,-0.3163
223,track8,1.97,True,217,"[2.8102, 3.3748, 4.1643, 4.6839, 5.2545, 5.8232, 6.398, 6.9645, 7.5577, 8.0691, 8.7073, 9.3127, 9.863, 10.4152, 10.9839, 11.577, 12.1559, 12.7082, 13.4159, 13.9518, 14.5225, 15.0748, 15.6925, 16.302, 16.8768, 17.4475, 17.9855, 18.552, 19.1268, 19.6934, 20.2661, 20.8225, 21.4157, 22.0661, 22.6245, 23.1645, 23.682, 24.2077, 24.8193, 25.3941, 25.9341, 26.5211, 27.1941, 27.7443, 28.315, 28.853, 29.4993, 30.0352, 30.6264, 31.1991, 31.7943, 32.3568, 32.948, 33.488, 34.0811, 34.6968, 35.2491, 35.832, 36.4498, 36.9939, 37.5216, 38.0882, 38.6916, 39.2316, 39.7716, 40.332, 40.8864, 41.4632, 42.0175, 42.6782, 43.2509, 43.7868, 44.333, 44.9139, 45.5357, 46.1186, 46.7036, 47.2661, 47.8736, 48.4116, 48.9557, 49.5141, 50.1564, 50.7639, 51.3427, 51.9093, 52.5005, 53.0445, 53.605, 54.147, 54.728, 55.2843, 55.8161, 56.4236, 56.9657, 57.5323, 58.0968, 58.6961, 59.2464, 59.8436, 60.4655, 61.0545, 61.6314, 62.1939, 62.7482, 63.3618, 63.9877, 64.5277, 65.082, 65.6977, 66.2541, 66.7716, 67.3934, 67.9477, 68.5327, 69.038, 69.6168, 70.1793, 70.7561, 71.2982, 71.8218, 72.3741, 72.8875, 73.4214, 73.9634, 74.5055, 75.0455, 75.5773, 76.1152, 76.6736, 77.2443, 77.7966, 78.3816, 78.9236, 79.4657, 79.9914, 80.562, 81.1614, 81.6645, 82.223, 82.7507, 83.3357, 83.892, 84.4259, 85.0232, 85.6961, 86.1686, 86.7025, 87.2282, 87.8582, 88.4105, 89.155, 89.7461, 90.3618, 90.867, 91.4623, 92.0207, 92.5914, 93.1723, 93.7286, 94.3505, 94.8823, 95.4673, 96.0175, 96.578, 97.1384, 97.705, 98.2961, 98.8648, 99.4477, 100.1002, 100.6586, 101.215, 101.7714, 102.3482, 102.9598, 103.51, 104.0745, 104.6698, 105.2732, 105.8316, 106.3614, 106.9402, 107.56, 108.1082, 108.6645, 109.3436, 109.9, 110.5075, 111.0905, 111.6693, 112.2748, 112.868, 113.4202, 114.0359, 114.5473, 115.122, 115.6948, 116.2634, 116.8402, 117.4109, 118.0, 118.5461, 119.08, 119.6834, 120.2357, 120.8473, 121.4507, 122.0111, 122.5798, 123.1034, 123.627, 124.2448, 124.8952, 125.6193, 126.3659, 127.1064]",wtc1f03,wtc1p03,3,-0.6684,-0.6974
224,track7,1.050375,True,243,"[2.3614, 2.7767, 3.4414, 3.9999, 4.5194, 5.0185, 5.5299, 6.0085, 6.5219, 7.0292, 7.5139, 8.011, 8.5203, 9.0276, 9.5389, 10.0585, 10.6108, 11.0996, 11.6192, 12.1285, 12.6337, 13.1369, 13.6605, 14.1596, 14.6771, 15.1946, 15.7224, 16.2071, 16.6837, 17.1726, 17.733, 18.2485, 18.8049, 19.3183, 19.8112, 20.3553, 20.8667, 21.3269, 21.8526, 22.3537, 22.8692, 23.3028, 23.8449, 24.3664, 24.8778, 25.3708, 25.9149, 26.4139, 27.0092, 27.6269, 28.1751, 28.6639, 29.1487, 29.5742, 30.0221, 30.5805, 31.1001, 31.6339, 32.1167, 32.5851, 33.1087, 33.6733, 34.2399, 34.8044, 35.4978, 36.0235, 36.5369, 37.0033, 37.4533, 37.9442, 38.3799, 38.8851, 39.3883, 39.8874, 40.3885, 40.9019, 41.3049, 41.8039, 42.3133, 42.8246, 43.3524, 43.8433, 44.3301, 44.8292, 45.3344, 45.8274, 46.2999, 46.8133, 47.2674, 47.7889, 48.2614, 48.7585, 49.2617, 49.7178, 50.2128, 50.7344, 51.1721, 51.8042, 52.3646, 52.9108, 53.4037, 53.8783, 54.3814, 54.8805, 55.3755, 55.9094, 56.4208, 56.8892, 57.4517, 58.143, 58.8528, 59.7733, 60.2805, 60.8512, 61.3749, 62.2626, 63.3139, 64.2385, 65.161, 66.0733, 67.0571, 68.0758, 69.0289, 70.0496, 71.1276, 72.1912, 73.1158, 74.0649, 75.2471, 76.2964, 77.3826, 78.4339, 79.4689, 80.5244, 81.5635, 82.6599, 83.6846, 84.8342, 85.2883, 85.8139, 86.311, 86.7978, 87.2928, 87.7571, 88.2869, 88.7758, 89.2851, 89.7964, 90.3303, 90.8294, 91.3162, 91.803, 92.3103, 92.8155, 93.3064, 93.8239, 94.3312, 94.8303, 95.3458, 95.8367, 96.3583, 96.8799, 97.3626, 97.8883, 98.4099, 98.9253, 99.4489, 99.9133, 100.4676, 101.0301, 101.5701, 102.0487, 102.5519, 103.0285, 103.5583, 104.043, 104.5176, 104.9758, 105.4974, 105.9658, 106.4689, 106.9599, 107.4814, 107.9867, 108.5001, 108.9521, 109.4594, 109.9421, 110.4351, 110.9137, 111.4414, 111.9344, 112.4314, 112.9264, 113.4255, 113.9164, 114.4462, 114.9658, 115.6489, 116.281, 116.9274, 117.7946, 118.5351, 119.4596, 120.5376, 121.7055, 123.5076, 124.0312, 124.5262, 125.0294, 125.551, 126.0685, 126.5553, 127.1137, 127.6414, 128.1099, 128.6069, 129.1612, 129.6746, 130.1901, 130.6851, 131.1821, 131.6914, 132.3767, 133.5937, 134.0192, 134.0867, 134.5101, 135.8989, 136.398, 136.7989, 137.1283, 139.7894, 140.2701, 140.9205, 141.4912, 142.1294, 143.0294, 144.1585, 144.9358, 146.3492, 147.7646, 149.1003]",wtc2p24,wtc2p24,1,-0.5012,-0.3163
225,track15,0.99075,True,109,"[2.4252, 2.8383, 3.4172, 3.7895, 4.172, 4.5749, 5.1231, 5.5056, 6.0067, 6.5611, 7.1215, 8.0113, 8.5779, 9.1629, 9.8461, 10.5395, 11.1572, 11.7688, 12.4356, 13.0656, 13.7324, 14.4115, 15.1192, 15.7717, 16.4283, 17.0706, 17.7231, 18.2774, 18.9668, 19.6213, 20.3086, 20.9406, 21.5768, 22.2027, 22.847, 23.5179, 24.2113, 24.9068, 25.5756, 26.2097, 26.8643, 27.5536, 28.2449, 28.8054, 29.4886, 30.1615, 30.8795, 31.4604, 32.1702, 32.8595, 33.5406, 34.2258, 34.9152, 35.6638, 36.3306, 37.4945, 38.1736, 38.8629, 39.5604, 40.2333, 40.9329, 41.5752, 42.2297, 42.8679, 43.5531, 44.1361, 44.8397, 45.4718, 46.1365, 46.7461, 47.4231, 48.1227, 48.7281, 49.3847, 50.0638, 50.7429, 51.3606, 51.9865, 52.6472, 53.3488, 53.9215, 54.5781, 55.2961, 55.9322, 56.5581, 57.2147, 57.8508, 58.4502, 59.1988, 59.8922, 60.5693, 61.277, 61.9397, 62.5922, 63.2365, 63.934, 64.5927, 65.2779, 66.0061, 66.6852, 67.2661, 67.9799, 68.6447, 69.332, 70.0561, 70.7413, 71.5247, 72.2958, 73.0649]",wtc1p03,wtc1p03,2,-1.0295,-1.2469
226,track11,1.08329166666667,True,68,"[2.2549, 2.8665, 3.5599, 4.2758, 4.9651, 5.6647, 6.3315, 7.0065, 7.7285, 8.919, 9.6206, 10.2956, 10.9583, 11.6128, 12.3103, 12.971, 13.6624, 14.3292, 15.0144, 15.6567, 16.2888, 16.9147, 17.5958, 18.2544, 18.8681, 19.5103, 20.2222, 20.7867, 21.476, 22.0794, 22.7094, 23.3415, 23.9735, 24.6567, 25.2151, 25.884, 26.4751, 27.1644, 27.8313, 28.4592, 29.2038, 29.7867, 30.3778, 31.0181, 31.7299, 32.3313, 33.0063, 33.8838, 34.5608, 35.2481, 35.9558, 36.6431, 37.3733, 38.036, 38.7008, 39.4024, 40.0692, 40.7053, 41.4928, 42.174, 42.9022, 46.2506, 46.9297, 47.5944, 48.2449, 48.9056, 50.5644, 52.0985]",wtc1p15,wtc1p15,3,-0.2187,-0.2511
227,track12,0.9890625,True,115,"[2.3696, 3.3862, 4.6012, 5.988, 6.4482, 7.4628, 8.4507, 9.5307, 10.5043, 11.9014, 13.0203, 14.0307, 15.5423, 16.1212, 16.9271, 18.2321, 19.5248, 20.2775, 21.4639, 22.4662, 23.4378, 24.4768, 25.3728, 26.3014, 27.4141, 28.3121, 29.2203, 30.1673, 31.0714, 38.6764, 39.3309, 39.9793, 40.6114, 41.2332, 41.7957, 42.44, 43.0987, 43.6857, 44.3218, 44.9743, 45.7414, 46.3591, 47.0014, 47.75, 48.5784, 49.1389, 49.7198, 50.2966, 50.9757, 51.5975, 52.3114, 53.0191, 53.6696, 54.2628, 54.9153, 55.5453, 56.1446, 56.7991, 57.4434, 58.0878, 58.7771, 59.4153, 60.1353, 60.8082, 61.4546, 62.0703, 62.7514, 63.3528, 63.95, 65.1896, 65.885, 68.4766, 69.0084, 69.6262, 70.3564, 70.9741, 71.6225, 72.2403, 72.858, 74.0975, 75.3412, 76.6625, 77.9798, 79.2357, 80.5673, 81.7843, 84.6459, 85.4478, 86.1964, 87.2048, 87.663, 88.2705, 88.9005, 89.553, 90.2198, 90.8273, 91.4553, 92.0341, 95.8243, 96.4175, 148.1941, 148.6728, 149.3028, 149.8796, 150.5423, 151.2643, 151.9496, 152.6062, 153.3364, 154.1341, 154.8787, 155.5721, 156.2553, 157.2105, 158.8591]",wtc1p04,wtc1p04,2,-0.3545,-0.5101
228,track9,1.972,True,190,"[2.0453, 2.9166, 4.058, 5.0357, 5.5532, 5.9766, 6.621, 6.9421, 7.2816, 7.6232, 7.9485, 8.5682, 9.2105, 9.8957, 10.5421, 11.1741, 11.8819, 12.5487, 13.1603, 13.7882, 14.4612, 15.0953, 15.7498, 16.4269, 17.0671, 17.7625, 18.4069, 19.0716, 19.7303, 20.3828, 21.0885, 21.7471, 22.4221, 23.0664, 23.7721, 24.4921, 25.0853, 25.7132, 26.3064, 26.9875, 27.638, 28.3682, 28.9737, 29.6446, 30.3012, 31.0355, 32.2239, 32.8171, 33.531, 34.1671, 34.8585, 35.5007, 36.1532, 36.7894, 37.3969, 38.0575, 38.7366, 39.3605, 40.0335, 40.7105, 41.3691, 42.036, 42.6516, 43.2714, 43.926, 44.6173, 45.2637, 45.8691, 46.4991, 47.1578, 47.7571, 48.385, 49.013, 49.6839, 50.3323, 50.9807, 51.6557, 52.3307, 53.0016, 53.646, 54.3537, 54.9796, 55.6178, 56.2253, 57.0291, 57.7369, 58.4712, 59.1237, 59.7721, 60.3694, 61.0239, 61.7194, 62.3637, 62.9916, 63.6094, 64.2475, 66.88, 67.5407, 68.3098, 69.58, 79.1548, 79.656, 80.3105, 80.9466, 81.5562, 82.2066, 82.7998, 83.4585, 84.1089, 84.7369, 85.3525, 86.0316, 86.59, 87.2691, 87.9257, 88.5455, 89.2021, 89.961, 90.64, 91.2823, 91.945, 92.5894, 93.2296, 93.8739, 94.5264, 95.1871, 95.9173, 96.5678, 97.2285, 97.8278, 98.4619, 99.1307, 99.7485, 100.3866, 100.988, 101.6016, 102.2214, 102.8882, 103.4916, 104.185, 104.8519, 106.1016, 106.5803, 107.3555, 108.0407, 108.6769, 109.27, 109.8653, 110.5321, 111.1744, 111.8964, 112.6307, 113.3671, 116.5519, 117.2125, 117.8589, 118.54, 119.2232, 119.931, 120.5814, 121.2196, 121.8762, 122.5185, 123.2057, 123.8132, 124.48, 125.1366, 125.8035, 130.5694, 131.2628, 131.8928, 132.5125, 133.1773, 133.8237, 134.468, 135.1103, 135.7914, 136.4357, 137.0514, 137.8, 138.4771, 139.2073, 139.9539, 140.635, 141.3203, 142.0505, 142.7623, 143.4169, 144.1921, 146.6671]",wtc1f03,wtc1p03,3,-0.6237,-0.6974
229,track14,0.988395833333333,True,92,"[2.7343, 3.2068, 3.7816, 4.3973, 5.0661, 5.8577, 6.0009, 6.5757, 7.3284, 8.0873, 8.8461, 9.603, 10.3291, 11.0777, 11.8386, 12.6118, 13.338, 14.1398, 14.8557, 15.5921, 16.3734, 17.1016, 17.8134, 18.5702, 19.278, 20.0225, 20.763, 21.4871, 22.2582, 23.0007, 23.7248, 24.4755, 25.1627, 25.9461, 26.6907, 27.4659, 28.3046, 29.0409, 29.7977, 30.5525, 31.3216, 32.0866, 32.7882, 33.543, 34.2773, 35.0464, 35.7582, 36.468, 37.1859, 38.0041, 38.7548, 39.4359, 40.16, 40.9598, 41.6696, 42.4591, 43.1811, 43.9625, 44.613, 45.3493, 46.0223, 46.7157, 47.4623, 48.2314, 48.9575, 49.7143, 50.5652, 51.3486, 52.0973, 53.0791, 53.9177, 54.6439, 56.225, 56.9921, 57.7939, 58.5118, 59.2605, 59.9682, 60.7782, 61.533, 62.2836, 63.0589, 63.8791, 64.6175, 65.4255, 66.2396, 67.0905, 67.9905, 68.8496, 69.6493, 70.4859, 71.2877]",wtc1p17,wtc1p17,1,-0.9336,-0.9849
230,track1,1.06510416666667,True,71,"[2.2649, 2.7947, 3.4022, 4.0219, 4.6254, 5.2513, 5.8813, 6.4969, 7.1004, 7.7079, 8.3501, 8.9249, 9.5385, 10.1379, 10.7965, 11.5042, 12.2692, 12.9544, 13.6458, 14.3106, 14.9815, 15.6749, 16.3213, 16.9799, 17.6385, 18.2808, 18.9374, 19.6185, 20.2056, 20.8929, 21.5658, 22.1958, 22.8565, 23.4906, 24.1819, 24.8426, 25.5094, 26.211, 26.8635, 27.5324, 28.1726, 28.8292, 29.5308, 30.2733, 30.9197, 31.6274, 32.2533, 32.9283, 33.6054, 34.3294, 34.9554, 35.5997, 36.5529, 37.234, 37.9008, 39.1997, 40.4229, 41.7401, 43.0554, 44.2233, 44.841, 45.5529, 46.1624, 46.821, 47.4429, 48.081, 48.8256, 49.7419, 50.5663, 51.7199, 53.0208]",wtc1p15,wtc1p15,2,-0.2186,-0.2511
